Time,PWM,Weight
1712927906.5723987,1000,0.03886306484797684
1712927906.5806766,1000,0.07925017145469786
1712927906.5924613,1000,0.044959231882953594
1712927906.6045945,1000,0.14783205059818638
1712927906.6174357,1000,0.06858187914348854
1712927906.63001,1000,0.022860626381162846
1712927906.642682,1000,0.1021107978358607
1712927906.6548433,1000,0.16764459346186086
1712927906.6673777,1000,-0.3848205440829079
1712927906.6798797,1000,-0.8008839442200717
1712927906.692385,1000,1.0012954354949326
1712927906.704874,1000,3.5319667758896593
1712927906.7174044,1000,6.363636363636364
1712927906.729923,1000,7.492189285986436
1712927906.7425659,1000,6.6996875714394575
1712927906.754866,1000,8.714470776499276
1712927906.7673779,1000,10.239274556122838
1712927906.7799118,1000,12.3348319743961
1712927906.7923996,1000,12.976453554827403
1712927906.8048687,1000,13.044273413091519
1712927906.817382,1000,14.723005410348245
1712927906.8299923,1000,18.415758591785416
1712927906.842787,1000,18.099519926845996
1712927906.8548863,1000,20.532652594681096
1712927906.8673732,1000,23.82991693972415
1712927906.8799381,1000,21.93934313800198
1712927906.8925204,1000,22.683075516269145
1712927906.904842,1000,25.672483426045876
1712927906.9176717,1000,26.702735654956946
1712927906.9299219,1000,27.595824125581043
1712927906.9425747,1000,25.46292768421855
1712927906.9548788,1000,28.4462394269603
1712927906.967361,1000,26.107597348167342
1712927906.979923,1000,24.755010287281873
1712927906.9923942,1000,30.942619827783282
1712927907.0048573,1000,25.676293530442734
1712927907.0173883,1000,33.90611902766136
1712927907.0299182,1000,20.47550102872819
1712927907.0426126,1000,25.13983083136478
1712927907.054872,1000,35.89956564809876
1712927907.0673864,1000,17.963880210317765
1712927907.0799143,1000,25.930046483273642
1712927907.0923882,1000,15.540653813914501
1712927907.1048746,1000,28.789148822677742
1712927907.1174185,1000,35.58332698315934
1712927907.1298566,1000,13.250019050521985
1712927907.142621,1000,32.39045949859026
1712927907.1548696,1000,32.972643450430546
1712927907.1673596,1000,12.030023622647262
1712927907.1799033,1000,29.077192715080393
1712927907.192393,1000,13.039701287815287
1712927907.20484,1000,40.46635677817572
1712927907.2173774,1000,23.369656328583403
1712927907.2298968,1000,15.318905738017222
1712927907.2425992,1000,43.067896060352055
1712927907.254856,1000,17.588965937666693
1712927907.267448,1000,43.58149813304885
1712927907.2798994,1000,12.032309685285377
1712927907.2923725,1000,25.240417587441897
1712927907.3048272,1000,41.85323477863294
1712927907.3173594,1000,7.566867332164901
1712927907.3298783,1000,31.631486702735657
1712927907.3425784,1000,38.14371713784958
1712927907.3548367,1000,37.531052350834415
1712927907.3674634,1000,32.99626609769108
1712927907.3797104,1000,4.959231882953593
1712927907.3924444,1000,42.93682846910006
1712927907.404851,1000,26.306484797683456
1712927907.4176044,1000,7.447992074982855
1712927907.429892,1000,19.340089918463768
1712927907.4425416,1000,12.02240341385354
1712927907.4548664,1000,48.25954431151414
1712927907.4673588,1000,12.914729863598263
1712927907.479852,1000,18.098757905966625
1712927907.4923828,1000,47.91663491579669
1712927907.50484,1000,7.858721328964414
1712927907.5173645,1000,45.056008534633854
1712927907.5298343,1000,4.316086260763545
1712927907.5426323,1000,33.0831364779395
1712927907.5548592,1000,39.94742055932333
1712927907.5673568,1000,2.491046254667378
1712927907.5798807,1000,39.64261220757449
1712927907.5923686,1000,33.04808351748838
1712927907.604836,1000,45.335670197363406
1712927907.617696,1000,26.160176788844016
1712927907.6298978,1000,6.724834260458737
1712927907.6426134,1000,48.31974396098453
1712927907.6548872,1000,18.415758591785416
1712927907.6673207,1000,11.576621199420865
1712927907.6797323,1000,49.35456831517184
1712927907.692382,1000,18.15209936752267
1712927907.704832,1000,47.943305646574714
1712927907.7173822,1000,6.685209174731388
1712927907.7299016,1000,24.8525489598415
1712927907.742738,1000,44.55917092128325
1712927907.7548666,1000,3.722471995732683
1712927907.76735,1000,31.814371713784958
1712927907.7798984,1000,2.433894688714471
1712927907.7923872,1000,37.60192029261602
1712927907.8048441,1000,33.47862531433361
1712927907.817365,1000,3.574639945134497
1712927907.8298628,1000,42.3813152480378
1712927907.8425012,1000,27.072315781452414
1712927907.8546932,1000,6.6234854835022485
1712927907.867332,1000,21.17046407071554
1712927907.879852,1000,11.559094719195306
1712927907.8923984,1000,47.03650080012193
1712927907.9048173,1000,15.356244761106455
1712927907.9176376,1000,16.362874342756992
1712927907.9298985,1000,45.89346948106378
1712927907.9423869,1000,10.832126800274327
1712927907.9546912,1000,44.51192562676218
1712927907.967318,1000,7.850339099291321
1712927907.9798822,1000,28.215347100510556
1712927907.9923823,1000,40.7155376057304
1712927908.0048518,1000,6.346109883410806
1712927908.017394,1000,33.15629048235922
1712927908.0298758,1000,6.9625847748228304
1712927908.0425735,1000,37.66897813000077
1712927908.0548189,1000,31.634534786253145
1712927908.0674627,1000,8.42109273794102
1712927908.0799267,1000,40.71934771012726
1712927908.0923731,1000,26.881810561609388
1712927908.1048248,1000,11.229901699306561
1712927908.1173916,1000,22.119942086413168
1712927908.129879,1000,14.445629810256802
1712927908.1425858,1000,43.04960755924712
1712927908.1549287,1000,18.32279204450202
1712927908.1673143,1000,18.219919225786786
1712927908.179884,1000,42.395793644745865
1712927908.1923726,1000,15.177931875333385
1712927908.204813,1000,41.21085117732226
1712927908.2173526,1000,13.362036119789682
1712927908.229875,1000,26.12207574487541
1712927908.242489,1000,39.11148365465214
1712927908.254852,1000,11.871523279737865
