Time,PWM,Weight
1712928480.5993953,1000,-0.15697630115065153
1712928480.60105,1000,-0.12878152861388403
1712928480.6139543,1000,-0.1036348395946049
1712928480.625405,1000,-0.028956793416139603
1712928480.6379454,1000,-0.08991846376590719
1712928480.6508198,1000,-0.09601463080088395
1712928480.6628883,1000,-0.05410348243541873
1712928480.6753845,1000,-0.05410348243541873
1712928480.692839,1000,0.2194620132591633
1712928480.7006161,1000,-1.25504838832584
1712928480.713114,1000,-0.24079859788158198
1712928480.725415,1000,3.985369199116056
1712928480.7379243,1000,0.7117275013335366
1712928480.7504356,1000,7.157662119942087
1712928480.7629418,1000,7.192715080393203
1712928480.7755337,1000,8.484340470928904
1712928480.7879708,1000,8.994132439228835
1712928480.800447,1000,12.024689476491655
1712928480.8130443,1000,10.386344585841652
1712928480.8254263,1000,13.395565038482054
1712928480.8379364,1000,13.752952830907567
1712928480.8505135,1000,17.905204602606112
1712928480.8629377,1000,18.23287358073611
1712928480.8754878,1000,18.447763468719042
1712928480.8879528,1000,21.09197592014021
1712928480.9004915,1000,21.18189438390612
1712928480.9130397,1000,22.027737560009147
1712928480.9254272,1000,23.989179303512916
1712928480.9379501,1000,24.483730854225406
1712928480.950505,1000,25.755543701897434
1712928480.962971,1000,26.62729558789911
1712928480.9754992,1000,26.687495237369504
1712928480.9879825,1000,26.13274403718662
1712928481.0004754,1000,28.7739084050903
1712928481.0130534,1000,25.046864284081384
1712928481.0254264,1000,29.558027889964187
1712928481.0379336,1000,27.42055932332546
1712928481.050514,1000,24.710813076278292
1712928481.0629473,1000,29.96951916482512
1712928481.0754712,1000,26.937438085803553
1712928481.0879893,1000,25.30061723691229
1712928481.100501,1000,26.661586527470853
1712928481.1130347,1000,25.112398079707386
1712928481.125436,1000,31.13464908938505
1712928481.1379468,1000,27.025070486931345
1712928481.1504977,1000,24.791587289491734
1712928481.1629484,1000,32.47656785795931
1712928481.175708,1000,25.424064619370572
1712928481.188004,1000,33.59673855063629
1712928481.2005172,1000,26.861998018745716
1712928481.2130895,1000,26.957250628667225
1712928481.2254283,1000,33.75828697706317
1712928481.2379367,1000,25.774594223881735
1712928481.2504675,1000,28.136858949935228
1712928481.2629495,1000,26.32858340318525
1712928481.2754428,1000,29.07185856892479
1712928481.2879715,1000,33.69122913967843
1712928481.3004534,1000,27.105844700144786
1712928481.3130932,1000,29.715004191114836
1712928481.325409,1000,33.13419187685743
1712928481.3379655,1000,27.360359673855065
1712928481.3504574,1000,32.604587365693824
1712928481.3631768,1000,27.291015773832203
1712928481.375484,1000,30.990627143183723
1712928481.3879523,1000,32.053646269907794
1712928481.4004571,1000,27.58363179151109
1712928481.4131377,1000,31.0432065838604
1712928481.4254153,1000,30.822982549721864
1712928481.4379363,1000,31.00739160252991
1712928481.4505148,1000,29.676903147146234
1712928481.4629629,1000,28.960603520536463
1712928481.4755347,1000,30.87632401127791
1712928481.487963,1000,28.89659376666921
1712928481.5004685,1000,29.65709060428256
1712928481.513242,1000,30.860321572811095
1712928481.5256648,1000,30.688104854073003
1712928481.5395858,1000,30.63933551779319
1712928481.5506408,1000,28.720566943534255
1712928481.56294,1000,31.571287053265262
1712928481.5755022,1000,29.728720566943537
1712928481.5879388,1000,28.46376590718586
1712928481.6004734,1000,32.261677969976375
1712928481.6129582,1000,29.405623714089767
1712928481.62538,1000,32.94292463613503
1712928481.6378908,1000,29.529071096548048
1712928481.6504579,1000,29.715004191114836
1712928481.6629133,1000,33.22944448677894
1712928481.675526,1000,28.888211536996113
1712928481.6879385,1000,-130.4777870913663
1712928481.7004128,1000,155.10477787091367
1712928481.7129636,1000,30.39548883639412
1712928481.7254102,1000,33.213442048312125
1712928481.7378967,1000,27.97073839823211
1712928481.7504313,1000,31.44098148289263
1712928481.7628872,1000,33.30183647031929
1712928481.775397,1000,31.690162310447306
1712928481.7878597,1000,32.17175950621047
1712928481.8003547,1000,27.887678122380553
1712928481.8130214,1000,32.631258096471846
1712928481.8253038,1000,31.54537834336661
1712928481.837833,1000,28.152861388402044
1712928481.8503559,1000,33.18448525489598
1712928481.862832,1000,28.83182199192258
1712928481.875411,1000,33.604358759430006
1712928481.88786,1000,31.00739160252991
1712928481.900337,1000,29.923797912062792
1712928481.9129362,1000,33.68132286824659
1712928481.9253235,1000,29.85369199116056
1712928481.937789,1000,29.961898956031398
1712928481.9504025,1000,29.072620589804163
1712928481.9628875,1000,30.588280118875257
1712928481.975416,1000,32.577916634915795
1712928481.9878874,1000,29.209784348091137
1712928482.000379,1000,31.051588813533492
1712928482.0129595,1000,31.20323096852854
1712928482.0252957,1000,28.5308237445706
1712928482.0378435,1000,31.00662958165054
1712928482.0503607,1000,29.18463765907186
1712928482.062869,1000,32.94825878229064
1712928482.0753605,1000,30.226320201173515
1712928482.0878274,1000,29.903985369199116
1712928482.1003697,1000,33.31936295054484
1712928482.1129282,1000,29.318753333841347
1712928482.1253362,1000,32.75622952068887
1712928482.1378212,1000,28.39518402804237
1712928482.1503932,1000,31.496609007086796
1712928482.1628458,1000,31.9279128248114
1712928482.1756203,1000,27.854911224567555
1712928482.1879592,1000,31.248952221290864
1712928482.2003174,1000,30.661434123294978
1712928482.212929,1000,31.625390535700678
1712928482.2253115,1000,30.565419492494094
1712928482.2378128,1000,27.822906347633925
1712928482.25035,1000,31.834184256648633
1712928482.2628276,1000,29.92760801645965
1712928482.2753317,1000,28.05379867408367
1712928482.288073,1000,29.176255429398765
1712928482.3003285,1000,29.282176331631486
1712928482.312921,1000,33.19439152632782
1712928482.32531,1000,29.01318296121314
1712928482.337816,1000,30.23165434732912
1712928482.350414,1000,33.17457898346415
1712928482.362827,1000,28.6428408138383
1712928482.3754227,1000,32.90482359216643
1712928482.3880785,1000,28.341842566486324
1712928482.4003093,1000,31.791511087403794
1712928482.4129136,1000,32.580964718433286
1712928482.4252784,1000,28.62150422921588
1712928482.437858,1000,32.75775356244761
1712928482.4505012,1000,32.69145774594224
1712928482.462865,1000,32.580202697553915
1712928482.475435,1000,31.200944905890424
1712928482.4880927,1000,28.575020955574185
1712928482.500304,1000,32.10622571058447
1712928482.5129168,1000,30.409967233102186
1712928482.5252924,1000,28.66112931494323
1712928482.5381558,1000,32.3675988722091
1712928482.5503466,1000,29.29436866570144
1712928482.5628335,1000,32.37140897660596
1712928482.5754268,1000,29.193019888744953
1712928482.588098,1000,29.641850186695116
1712928482.6003609,1000,31.99268459955803
1712928482.6129553,1000,28.270212603825346
1712928482.625331,1000,30.834412862912444
1712928482.6378186,1000,27.710889278366228
1712928482.6505625,1000,31.591861617008306
1712928482.6628308,1000,30.335289186923724
1712928482.67548,1000,27.425893469481064
1712928482.6879897,1000,32.479615941476794
1712928482.7003546,1000,29.176255429398765
1712928482.7128894,1000,27.88615408062181
1712928482.7253184,1000,27.716985445401203
1712928482.7378163,1000,28.437857197287208
1712928482.7503345,1000,32.849958088851636
1712928482.7628183,1000,27.567629353044275
1712928482.7754424,1000,29.80644669663949
1712928482.787867,1000,33.07170616474892
1712928482.800352,1000,28.157433513678274
1712928482.812919,1000,32.01173512154233
1712928482.8253038,1000,27.429703573877926
1712928482.837851,1000,31.655871370875563
1712928482.8503401,1000,31.638344890650004
1712928482.8628113,1000,27.857959308085043
1712928482.8753908,1000,32.715080393202776
1712928482.8878706,1000,27.784043282785948
1712928482.9003446,1000,33.128857730701824
1712928482.9129505,1000,30.30633239350758
1712928482.9253244,1000,28.415758591785416
1712928482.9378238,1000,33.13647793949554
1712928482.950664,1000,29.280652289872744
1712928482.962945,1000,28.575782976453556
1712928482.975432,1000,28.804389240265184
1712928482.9878776,1000,29.888744951611674
1712928483.0003548,1000,32.653356701973635
1712928483.0129366,1000,27.972262439990857
1712928483.0257883,1000,30.34976758363179
1712928483.0379238,1000,32.137468566638724
1712928483.0503497,1000,27.978358607025832
1712928483.0629113,1000,31.661205517031167
1712928483.0753822,1000,28.14828926312581
1712928483.0878663,1000,31.959155680865656
1712928483.1004286,1000,30.832888821153702
1712928483.1128256,1000,28.101805989484113
1712928483.125289,1000,31.905052198430237
1712928483.1378343,1000,29.929132058218396
1712928483.150628,1000,31.776270669816356
1712928483.1629393,1000,29.478015697630116
1712928483.175419,1000,28.557494475348626
1712928483.188033,1000,31.83647031928675
1712928483.2003317,1000,28.80972338642079
1712928483.2127907,1000,28.808199344662043
1712928483.2252934,1000,31.972872056694353
1712928483.2378275,1000,29.624323706469557
1712928483.2506344,1000,31.877619446772844
1712928483.262901,1000,27.540196601386878
1712928483.2752924,1000,30.284233788005793
1712928483.2880886,1000,31.7450278137621
1712928483.300322,1000,27.39465061342681
1712928483.3128128,1000,31.24056999161777
1712928483.3253033,1000,27.488379181589575
1712928483.337822,1000,31.92105463689705
1712928483.350327,1000,30.869465823363562
1712928483.362908,1000,28.193248495008763
1712928483.3754485,1000,32.81566714927989
1712928483.388087,1000,30.68734283319363
1712928483.400306,1000,29.090909090909093
1712928483.412843,1000,29.379715004191116
1712928483.425292,1000,29.30427493713328
1712928483.4377816,1000,32.9055856130458
1712928483.4504118,1000,29.467347405318908
1712928483.4629261,1000,30.607330640859562
1712928483.4754097,1000,32.70974624704717
1712928483.488064,1000,31.120932713556353
1712928483.5003207,1000,32.68612359978663
1712928483.5127897,1000,29.34085193934314
1712928483.5253143,1000,32.3348319743961
1712928483.538195,1000,32.604587365693824
1712928483.5503495,1000,28.975081917244534
1712928483.5629194,1000,32.98026365922426
1712928483.5754242,1000,28.792958927074604
1712928483.5880966,1000,32.874342756991545
1712928483.6003368,1000,30.7345881277147
1712928483.6128252,1000,28.855444639183116
1712928483.6253214,1000,32.80423683608931
1712928483.6378114,1000,29.311895145927
1712928483.6506042,1000,28.932408747999695
1712928483.6629806,1000,29.118341842566487
1712928483.6755316,1000,29.993903832965024
1712928483.6882856,1000,33.18067515049913
1712928483.700346,1000,29.197592014021186
1712928483.712821,1000,31.17732225862989
1712928483.7253342,1000,33.0038863064848
1712928483.737826,1000,28.863064847976837
1712928483.7503371,1000,32.361502705174125
1712928483.7628984,1000,28.389849881886764
1712928483.7752745,1000,31.48365465213747
1712928483.788237,1000,31.743503772003354
1712928483.8004434,1000,27.647641545378345
1712928483.8129184,1000,30.939571744265795
1712928483.8254173,1000,31.075211460794026
1712928483.837902,1000,31.791511087403794
1712928483.8504143,1000,30.79173969366761
1712928483.8629875,1000,28.055322715842415
1712928483.8753636,1000,32.05136020726968
1712928483.8883302,1000,30.06172369122914
1712928483.9004328,1000,27.974548502628974
1712928483.9129024,1000,31.978968223729332
1712928483.9254193,1000,28.52929970281186
1712928483.937913,1000,32.3073992227387
1712928483.952274,1000,28.557494475348626
1712928483.9630084,1000,29.161015011811326
1712928483.975354,1000,32.08412710508268
1712928483.9879024,1000,28.251162081841045
1712928484.0004756,1000,31.82885011049303
1712928484.01284,1000,28.168101805989487
